名称,邮编
中国电建集团华东勘测设计研究院有限公司,518054.0
合肥市信同信息科技有限公司,610000.0
苏玭,274700.0
武汉光际科技有限公司,221008.0
汉口学院,110870.0
山东欧信工业技术股份有限公司,241006.0
徐州市路凯路面工程有限公司,528137.0
中交三公局第二工程有限公司,362000.0
广东世童智能科技有限公司,710000.0
国网新源控股有限公司,271104.0
华东天荒坪抽水蓄能有限责任公司,300142.0
延边长白山印务有限公司,518000.0
天津大学前沿技术研究院有限公司,430081.0
天津七一二通信广播股份有限公司,212215.0
中铁一局集团天津建设工程有限公司,30006.0
深圳市广域鹏翔研究开发有限公司,250061.0
陕西铁路工程职业技术学院,210012.0
九江唐正科技有限公司,362000.0
王登进,653100.0
中建四局贵州投资建设有限公司,310018.0
北京万集科技股份有限公司,211189.0
邓路,210003.0
许剑毅,116000.0
柯威曳,266520.0
潘建锋,100070.0
胡广齐,50030.0
庄长春,30006.0
何玲萍,100080.0
吕德周,100124.0
贾威,215200.0
陈胜,
潘正民,610032.0
四川路桥建设集团交通工程有限公司,518000.0
国网河南省电力公司电力科学研究院,53000.0
南京易自助网络科技有限公司,300401.0
康威通信技术股份有限公司,53000.0
刘帆,210096.0
中交路桥建设有限公司,150036.0
中交路桥南方工程有限公司,311823.0
淄博蓝景膜环保科技有限公司,519180.0
国网天津市电力公司滨海供电分公司,272100.0
天津市普迅电力信息技术有限公司,100101.0
中绘云图信息科技有限公司,518000.0
上海应用技术大学,223001.0
江苏大学,50000.0
冰轮环境技术股份有限公司,200092.0
山东冰轮海卓氢能技术研究院有限公司,610000.0
镇江国航太赫兹科技有限公司,653100.0
倍得福机械科技（常州）股份有限公司,519000.0
山东高速科技发展集团有限公司科技研发中心,211100.0
山东高速工程检测有限公司,311400.0
山东高速集团有限公司,100038.0
四川交投建设工程股份有限公司,201821.0
无锡亚冠微电子有限公司,100071.0
深圳华智测控技术有限公司,450012.0
江苏集萃智能制造技术研究所有限公司,350000.0
安徽中益新材料科技有限公司,450016.0
昆明理工大学,518000.0
福建省交通规划设计院有限公司,210000.0
深圳大学,116024.0
姜海东,330038.0
重庆科技学院,
山东联安信息科技有限责任公司,100190.0
北京笃信天健信息咨询有限公司,311400.0
北京建工土木工程有限公司,471000.0
中交天和机械设备制造有限公司,250101.0
河北省高速公路延崇管理中心,250023.0
重庆中宇工程咨询监理有限责任公司,211135.0
洛阳中铁强力机械有限公司,100031.0
中电建十一局工程有限公司,650000.0
中国水利水电第十一工程局有限公司,355400.0
锦州铁工养路设备有限公司,200001.0
武汉中安佳通装备技术有限公司,250061.0
王云森,266590.0
上海乾瑞科技有限公司,100101.0
北京市政路桥股份有限公司,116000.0
长沙市双琦医疗科技有限公司,100101.0
国家能源蓬莱发电有限公司,215000.0
山东慧贝行信息技术有限公司,453000.0
中铁十局集团城市轨道交通工程有限公司,250061.0
河北远东通信系统工程有限公司,402260.0
深圳微云通科技有限公司,210003.0
甘肃新网通科技信息有限公司,510000.0
广州市城市建设工程监理公司,311115.0
四川省交通建设集团股份有限公司,250000.0
贵州升智交科信息技术发展有限公司,518117.0
安徽九朵莲实业股份有限公司,528300.0
洛阳锦荣新能源科技有限公司,450046.0
四川中水成勘院工程物探检测有限公司,518055.0
西安金源电气股份有限公司,450046.0
科大智能科技股份有限公司,210000.0
合肥科大智能机器人技术有限公司,226011.0
科大智能电气技术有限公司,271100.0
徐工集团工程机械股份有限公司道路机械分公司,350014.0
上海电科智能系统股份有限公司,510630.0
武汉环博创智能科技有限公司,110000.0
中铁城市发展投资集团有限公司,414000.0
南京睿捷智慧交通科技研究院有限公司,335000.0
温州砼程维禹科技有限公司,510640.0
云南腊满高速公路有限公司,250061.0
大连交通大学,250000.0
武汉微创光电股份有限公司,266071.0
杭州世创电子技术股份有限公司,266600.0
惠州华阳通用电子有限公司,250101.0
山东省交通规划设计院集团有限公司,400074.0
甘肃路桥第四公路工程有限责任公司,410100.0
青岛市地铁六号线有限公司,250061.0
北京数字岩石科技有限公司,610000.0
北京力岩科技有限公司,200090.0
四川省通川工程技术开发有限公司,100000.0
侯超,610031.0
四川瞭望环保科技有限公司,271100.0
阳泉市瀑里炉料有限公司,511442.0
杭州公路工程监理咨询有限公司,710021.0
汕头大学,430063.0
江西锦尚科技有限公司,150001.0
广东德洛斯照明工业有限公司,510000.0
中山市星派克光电照明有限公司,650215.0
上海市城市建设设计研究总院（集团）有限公司,410114.0
张淑斌,230011.0
北京华科力创科技有限公司,210000.0
徐州欧翔精密机械有限公司,200000.0
中铁三局集团第三工程有限公司,100094.0
南宁轨道交通集团有限责任公司,255086.0
山西奥科远科技有限公司,100029.0
中交二公局第四工程有限公司,610000.0
郑州信大捷安信息技术股份有限公司,226000.0
上海晓奥汽车有限公司,650501.0
济南英华自动化技术有限公司,30000.0
山东鲁能软件技术有限公司智能电气分公司,710043.0
重庆锐锦科技有限公司,201900.0
浙江省交通运输科学研究院,710077.0
中铁十九局集团有限公司,
阿波罗智联（北京）科技有限公司,530011.0
武汉多谱数融机器人科技有限公司,272000.0
安徽江淮汽车集团股份有限公司,300350.0
深圳中电科瑞电力自动化有限公司,400044.0
陕西理工大学,400067.0
中国建设基础设施有限公司,211100.0
中建五局土木工程有限公司,430072.0
北京瑞芯谷科技有限公司,214000.0
郭玉红,250000.0
中铁十七局集团第四工程有限公司,100033.0
湖北省国土测绘院,730070.0
浙江汉丰风机有限公司,
青岛成标智能装备有限公司,30031.0
中交一公局厦门工程有限公司,610000.0
无锡华瀚能源装备科技有限公司,650215.0
平顶山天安煤业股份有限公司,621000.0
中车青岛四方车辆研究所有限公司,
爱生华（苏州）光学有限公司,250061.0
上海海事大学,400044.0
河南禾胜合食品有限公司,611437.0
蒋溢,230001.0
阿维塔科技（重庆）有限公司,361000.0
广东汇通信息科技股份有限公司,430074.0
彭烽,100029.0
云南交投公路建设第六工程有限公司,710065.0
极速（广东）冷链设备有限公司,210096.0
成都国铁电气设备有限公司,110870.0
刘成禹,362000.0
浙江强芯电子科技有限公司,430080.0
西安石油大学,100081.0
陕西卓越材料科技有限公司,
南京苏莱瑞新技术有限公司,610031.0
广东电科院能源技术有限责任公司,710064.0
威海精讯畅通电子科技有限公司,450064.0
李忠真,
李纯莹,201612.0
鹏城实验室,250100.0
南方科技大学,266041.0
陕西交通电子工程科技有限公司,250061.0
江苏科技大学苏州理工学院,650000.0
嘉兴芯感智医疗科技有限公司,210096.0
浙江华展工程研究设计院有限公司,210096.0
北京工商大学,510000.0
湖北省大唐安盛建筑工程有限公司,610000.0
恩吉泰克技术股份公司,451450.0
谢艺伟,430074.0
福州蓝泰环保科技有限公司,200092.0
程玉泉,102300.0
江苏思行达信息技术有限公司,510663.0
中铁二院华东勘察设计有限责任公司,262700.0
徐洁静,410100.0
福建省泉州高速公路有限公司,524088.0
中铁九局集团第七工程有限公司,100089.0
郑州工程技术学院,300401.0
上海云盾信息技术有限公司,100125.0
南京林业大学,210023.0
山西省交通科技研发有限公司,610036.0
佛山市顺德区本安电气有限公司,200082.0
常州沃翌智能科技有限公司,510000.0
济南浪潮数据技术有限公司,510440.0
六盘水师范学院,530007.0
河南高建工程管理有限公司,341000.0
中铁二十三局集团第六工程有限公司,518000.0
河北交通投资集团承秦高速公路承德段有限公司,710064.0
河北泰越智新科技股份有限公司,450001.0
陕西高速公路工程试验检测有限公司,710043.0
求实科技集团有限公司,210000.0
刘大为,610015.0
中铁一局集团（广州）建设工程有限公司,30031.0
中铁二十局集团电气化工程有限公司,411105.0
南宁捷赛数码科技有限责任公司,210000.0
北京浪潮数据技术有限公司,312300.0
南京路通交科勘察设计有限公司,610500.0
力博重工科技股份有限公司,550002.0
成都中工科技有限公司,610036.0
李庆胜,200092.0
邢素华,221116.0
上海市政工程设计研究总院（集团）有限公司,30032.0
山西省交通信息通信有限公司,650000.0
博泰车联网科技（上海）股份有限公司,100000.0
广东电网有限责任公司佛山供电局,250022.0
南京正驰科技发展有限公司,30051.0
青海省交通建设管理有限公司,610041.0
肇庆市第二机床厂有限公司,116024.0
华云数据控股集团有限公司,530023.0
中国科学院大连化学物理研究所,230000.0
浙大城市学院,610000.0
上海地铁盾构设备工程有限公司,450016.0
曹文,471026.0
南方电网能源发展研究院有限责任公司,56000.0
辛米尔视觉科技（上海）有限公司,45000.0
卡斯柯信号有限公司,30012.0
重庆国翔新材料有限公司,610041.0
济南轨道交通集团有限公司,310030.0
深圳成谷科技有限公司,215600.0
山西兴路交通工程监理技术咨询有限公司,402247.0
海南云时空信息科技有限公司,100191.0
万元坤,215000.0
孙洪茂,50000.0
北京和绪科技有限公司,201203.0
中交（广州）建设有限公司,510623.0
谢文明,610015.0
广东工贸职业技术学院,
安徽兴永机电设备有限公司,232001.0
中铁开发投资集团有限公司,100089.0
北京天融信软件有限公司,610000.0
北京天融信网络安全技术有限公司,518054.0
佛山市瑞陶窑炉有限公司,518000.0
梁波,510010.0
邹小辉,710003.0
上海智能新能源汽车科创功能平台有限公司,610000.0
苏州森合知库机器人科技有限公司,
徐州市拓普电气设备有限公司,225300.0
上海帧芯电子科技有限公司,130000.0
重庆跃速机械设备有限公司,230088.0
宝鸡中车时代工程机械有限公司,210000.0
中铁工程服务有限公司,610213.0
深圳市综合交通设计研究院有限公司,610000.0
国网山东省电力公司济南供电公司,17000.0
方庆伟,610000.0
浙江台州市沿海高速公路有限公司,610031.0
四川磐达照明股份有限公司,201101.0
国铁吉讯科技有限公司,518000.0
广东省交通规划设计研究院集团股份有限公司,271100.0
国网青海省电力公司信息通信公司,102300.0
国网青海省电力公司,450000.0
中铁二十一局集团第六工程有限公司,53000.0
北京智联弘盛科技发展有限公司,451191.0
一汽解放汽车有限公司,53000.0
边仁杰,200030.0
李海军,
北京魔力山体育文化传播有限公司,250061.0
巴特尔,411201.0
郝征,430072.0
天津职业技术师范大学（中国职业培训指导教师进修中心）,310000.0
南京海荣智能制造科技有限公司,471026.0
浙江华东测绘与工程安全技术有限公司,215000.0
广西电网有限责任公司南宁供电局,610500.0
浙江永欣联科信息科技股份有限公司,250061.0
阿坝藏族羌族自治州公路管理局,200231.0
中铁二十二局集团第四工程有限公司,430056.0
浙江树人学院（浙江树人大学）,313000.0
北京市中凯路达交通技术有限责任公司,221116.0
中凝科技（湖北）有限公司,430000.0
天津新松机器人自动化有限公司,430000.0
深圳市泓腾生物科技有限公司,271100.0
苏州立创致恒电子科技有限公司,250000.0
国网辽宁省电力有限公司电力科学研究院,100032.0
北京凌云信安科技有限公司,271100.0
复旦大学,710043.0
江汉大学,266000.0
陈建明,610031.0
湖州路港智能科技有限公司,430063.0
王美金,213000.0
湖南省交通科学研究院有限公司,410100.0
武汉中海庭数据技术有限公司,610000.0
黄虎,215134.0
香港理工大学,450016.0
哈尔滨宇龙自动化有限公司,100044.0
中建八局轨道交通建设有限公司,710064.0
上海雅蓝信息科技有限公司,212100.0
深圳市查知科技有限公司,528311.0
郑卫华,610072.0
石家庄思凯电力建设有限公司,246121.0
河北国华安全技术工程有限公司,337200.0
江苏高速公路信息工程有限公司,210016.0
京辰时代（北京）节能科技有限公司,221004.0
四川伊索利科技有限公司,239400.0
OPPO广东移动通信有限公司,301700.0
苏州木星科技有限公司,201208.0
苏州美达瑞电子有限公司,362300.0
广州伟格机械设备有限公司,210000.0
深圳市宝隆拉链有限公司,430063.0
株洲市东亨科技有限责任公司,453000.0
广东中铁建工机械有限公司,404100.0
赵守民,510000.0
中铁十一局集团第四工程有限公司智能工装研究院,116021.0
白宗泰,132001.0
深圳市华三探感科技有限公司,511400.0
江苏柯德展示道具有限公司,210000.0
江西昌铜高速公路有限责任公司,230601.0
星际控股集团有限公司,30032.0
广州大广高速公路有限公司,432000.0
爱启（厦门）电气技术有限公司,213164.0
广州市市政工程机械施工有限公司,30032.0
广州利科科技有限公司,411201.0
广东电力通信科技有限公司,30024.0
中电建路桥集团有限公司,250101.0
湖北大学,201203.0
重庆电子工程职业学院,710065.0
广东省交通规划设计研究院股份有限公司,610039.0
江苏金陵智造研究院有限公司,
中铁十六局集团第四工程有限公司,710049.0
李颖,430070.0
南京邦峰智能科技有限公司,323000.0
武汉长盛煤安科技有限公司,450016.0
中国电建集团西北勘测设计研究院有限公司,100176.0
重庆城投基础设施建设有限公司,250014.0
中冶（北京）交通科技发展有限公司,213149.0
深圳市亿联智能有限公司,518000.0
武汉伏佳安达电气技术有限公司,215228.0
重庆长安汽车股份有限公司,610031.0
中冶南方（武汉）自动化有限公司,315000.0
孙国著,223001.0
中交国通公路工程技术有限公司,400082.0
江苏省未来网络创新研究院,610036.0
南京优速网络科技有限公司,563100.0
北星富博信息技术（南京）有限公司,438400.0
九牧厨卫股份有限公司,65200.0
哈尔滨工业大学重庆研究院,450000.0
中铁十七局集团有限公司,200092.0
福建名盛美洁环境工程有限公司,300072.0
四川九门科技股份有限公司,215600.0
徐州中矿地下工程科技有限公司,610036.0
宁波格劳博智能工业有限公司,364200.0
中铁武汉勘察设计院有限公司,710071.0
深圳领创智能控制有限公司,400067.0
新疆维吾尔自治区交通规划勘察设计研究院,100085.0
徐州中矿传动轨道科技有限公司,
肖羚,200092.0
中铁西北科学研究院有限公司,201620.0
四川绵九高速公路有限责任公司,100101.0
盐城百利豪环保机械制造有限公司,250061.0
苏州合尔康医疗科技有限公司,100085.0
中铁科学技术开发有限公司,510600.0
付朝品,214000.0
北京信息科技大学,30032.0
湖南中大检测技术集团有限公司,610500.0
朱国钧,101100.0
东莞市风火轮热能科技有限公司,210000.0
安徽彭工智能装备科技有限公司,332000.0
江苏中设集团股份有限公司,210016.0
北京思特奇信息技术股份有限公司,200120.0
莱赛激光科技股份有限公司,211171.0
强力价值链网络投资组合2019有限公司,510010.0
河南中盾云安信息科技有限公司,610042.0
河北建投交通投资有限责任公司,710016.0
程秀珍,
内蒙古一机集团宏远电器股份有限公司,100031.0
上海孚因流体动力设备股份有限公司,430000.0
三泽（山东）电气技术有限公司,100081.0
中建新疆建工土木工程有限公司,610037.0
中建新疆建工（集团）有限公司,300222.0
上海爱餐机器人（集团）有限公司,314500.0
川铁轨道交通装备（重庆）有限公司,210000.0
江西金辉锂业有限公司,710000.0
云南恩田智能设备有限公司,266041.0
黄河水利职业技术学院,201301.0
广州市凝智科技有限公司,363900.0
江苏清源建设发展集团有限公司,336100.0
深圳中神电子科技有限公司,317605.0
重庆华森制药股份有限公司,332000.0
浙江筑邦物联网科技有限公司,310000.0
紫光国芯微电子股份有限公司,472500.0
烟台大学,610031.0
湖南省交通规划勘察设计院有限公司,518000.0
诠航科技有限公司,610000.0
中科兴云（北京）科技有限公司,610000.0
武汉鼎备浩科技有限公司,300222.0
正大食品(衡水)有限公司,200032.0
重庆工程职业技术学院,450016.0
中交长大桥隧技术有限公司,330000.0
成都鸿吉盛建筑工程有限公司,510640.0
上海赋华网络科技有限公司,
河北锐驰交通工程咨询有限公司,610000.0
中移智行网络科技有限公司,518000.0
中移（上海）信息通信科技有限公司,100191.0
王明,221000.0
北海市景光电子有限公司,450016.0
桂林电子科技大学,362000.0
中国二十冶集团有限公司,200032.0
周卫,250101.0
广东粤海珠三角供水有限公司,215000.0
深圳市骅鼎鹏智能科技有限公司,610037.0
昭通亮风台信息科技有限公司,411101.0
南通昊创智能科技有限公司,550002.0
南京慧筑信息技术研究院有限公司,200436.0
重庆烯达科技有限公司,311400.0
南通大学,450016.0
浙江程润云环境科技有限公司,610000.0
武汉市政工程设计研究院有限责任公司,214000.0
国网河北省电力有限公司信息通信分公司,333000.0
北京万可信息技术有限公司,110136.0
济南嘉正工程检测有限公司,300072.0
临沧耀顺建筑有限公司,610091.0
厦门悦讯信息科技股份有限公司,410083.0
中铁上海工程局集团（苏州）轨道交通科技研究院有限公司,250101.0
江西锦路科技开发有限公司,310051.0
内蒙古智能煤炭有限责任公司,101300.0
中铁二十局集团有限公司,100844.0
广东荣文科技集团有限公司,262700.0
国网四川省电力公司技能培训中心,442500.0
四川电力职业技术学院,210000.0
福建省德化明英华陶瓷有限公司,100102.0
深圳吉米物流科技有限公司,341000.0
广州市扬新技术研究有限责任公司,100020.0
苏州纽迈分析仪器股份有限公司,610031.0
华威博奥（文安）电力设备有限公司,610031.0
北京计算机技术及应用研究所,364000.0
上海连尚网络科技有限公司,463500.0
东莞理工学院,430074.0
北京理工新源信息科技有限公司,266590.0
福建泰迪宠物食品有限公司,100013.0
海恩康（天津）医疗科技有限公司,519000.0
云南昆船设计研究院有限公司,212008.0
国网山东省电力公司临沂供电公司,300074.0
浙江上风高科专风实业股份有限公司,101300.0
智道网联科技（深圳）有限公司,614100.0
智道网联科技（北京）有限公司,110000.0
陕西中隧建设工程有限公司,310051.0
中铁十八局集团市政工程有限公司,611731.0
中创国智科技（天津）有限公司,730070.0
武汉华中科大土木工程检测中心,100094.0
中广核工程有限公司,100081.0
袁卫东,430074.0
天津华际航兴科技有限公司,610031.0
台州元合建设发展有限公司,467100.0
葛洲坝集团交通投资有限公司,201800.0
北京恒扉嘉泰建设工程有限公司,710064.0
江苏齐物信息科技有限公司,213000.0
厦门金龙联合汽车工业有限公司,610036.0
江西省交通科学研究院有限公司,510000.0
长沙麦睛科技有限公司,518000.0
陕西中霖集团工程设计研究有限公司,225100.0
中交一公局第四工程有限公司,450016.0
中国电建集团透平科技有限公司,610213.0
广东飞达交通工程有限公司,200436.0
黑龙江农垦建工路桥有限公司,200092.0
深圳市双喜管业有限公司,710064.0
深圳市市政设计研究院有限公司,330013.0
珠海市深瑞智联科技有限公司,510632.0
任杰,610500.0
中铁广州工程局集团有限公司,430075.0
中铁广州工程局集团第三工程有限公司,250101.0
湖南联智科技股份有限公司,116024.0
长沙市轨道交通三号线建设发展有限公司,300401.0
江苏晟德机械设备有限公司,430000.0
北京经纬信息技术有限公司,610000.0
林佩舟,530011.0
深圳市朗锐恒科技开发有限公司,510000.0
福建省智能养护工程有限公司,215000.0
福建省交通建设工程监理咨询有限公司,30100.0
王子韩,518000.0
安徽馥蔓科技有限公司,410600.0
山东夷路安交通科技发展有限公司,518027.0
通号工程局集团电气工程有限公司,610031.0
中国建筑第二工程局有限公司,523000.0
王佩英,610036.0
北京市市政工程研究院,350118.0
中国地质大学（北京）,200240.0
北京亚鸿世纪科技发展有限公司,510000.0
长江勘测规划设计研究有限责任公司,324000.0
长江水利委员会长江科学院,410083.0
福建师范大学,510000.0
深圳地铁建设集团有限公司,610031.0
贾祎飞,430063.0
爱优特空气技术（上海）有限公司,266000.0
中铁十四局集团第三工程有限公司,362000.0
山东高速股份有限公司,30012.0
袁景环,410083.0
上海进贤机电科技有限公司,312000.0
安徽长龙电气集团有限公司,100000.0
东风柳州汽车有限公司,130012.0
北京电力工程有限公司,210000.0
中国铁建电气化局集团第二工程有限公司,100142.0
中国铁建电气化局集团有限公司,210003.0
河北上元智能科技股份有限公司,400060.0
固远晨通科技发展有限公司,518054.0
元集群LT有限责任公司,430000.0
山西太谷明兴碳素玛钢有限公司,233521.0
上海典欧实业有限公司,335000.0
上海能链众合科技有限公司,321000.0
王伟,646000.0
湖南中建五局绿色市政工程研究中心有限公司,432000.0
中国建筑第五工程局有限公司,201089.0
中铁二十三局集团第三工程有限公司,518054.0
华北水利水电大学,550014.0
南京清铭宇自控科技有限公司,
渭南陕煤启辰科技有限公司,530000.0
长江大学,30000.0
四川智动木牛智能科技有限公司,530007.0
红云红河烟草（集团）有限责任公司,250002.0
凌振英,201800.0
中咨数据有限公司,610000.0
云峰机械（福建）有限公司,430081.0
贵州黔程慧通科技发展有限责任公司,518110.0
北京高新市政工程科技有限公司,410100.0
河南和远机械科技有限公司,100031.0
李智蕾,400712.0
中交二公局铁路建设有限公司,450000.0
卫洪超,102488.0
南京南瑞继保电气有限公司,850000.0
南京南瑞继保工程技术有限公司,310014.0
深圳慧拓无限科技有限公司,510600.0
重庆市远东灯具照明有限公司,528000.0
之江实验室,519000.0
大连理工江苏研究院有限公司,516100.0
江苏省无锡交通高等职业技术学校,450000.0
天津港湾工程质量检测中心有限公司,225009.0
中交天津港湾工程研究院有限公司,530000.0
中交第一航务工程局有限公司,271000.0
中交公路规划设计院有限公司,225000.0
国网山东省电力公司梁山县供电公司,116024.0
兰州朗青交通科技有限公司,221008.0
兰州云祥达机电科技有限公司,
陕西省交通建设集团公司,310011.0
江苏徐工工程机械研究院有限公司,116000.0
冷涛,518000.0
哈夫曼数字技术（苏州）有限公司,30024.0
江西正源电气科技有限公司,110136.0
王瑛,528463.0
广州轨道交通建设监理有限公司,412001.0
云南省交通规划设计研究院有限公司,610031.0
深圳市星标电子科技有限公司,410000.0
南京四维向量科技有限公司,315336.0
娄底职业技术学院,250101.0
清华珠三角研究院,610000.0
广州德中科技有限公司,453000.0
齐鲁交通信息集团有限公司,610039.0
中建三局绿色产业投资有限公司,330013.0
江苏濠汉信息技术有限公司,100000.0
南京智慧岩土工程技术研究院有限公司,100083.0
张敏阳,100094.0
北京伊拜科技有限责任公司,300000.0
山西惠杰科技有限公司,518000.0
深圳市中科芯辰科技有限公司,442000.0
南京坤拓土木工程科技有限公司,710000.0
许中璞,430072.0
山东省路桥集团有限公司,300300.0
国能信控互联技术有限公司,100083.0
潍坊恒信电器有限公司,50000.0
苏州脉巨自动化设备科技有限公司,116000.0
众能联合数字技术有限公司,363100.0
苏州智方电力设计有限公司,
鲁敬卫,400060.0
龙腾照明集团股份有限公司,710064.0
辽宁省检验检测认证中心,510663.0
中国铁建电气化局集团北方工程有限公司,50011.0
广州博路电子设备有限公司,100102.0
安徽迪万科技有限公司,430077.0
北京中交国通智能交通系统技术有限公司,510555.0
福建闽山消防有限公司,414000.0
蓬莱金王耐磨物料有限公司,110819.0
中盈优创资讯科技有限公司,710000.0
江铃汽车股份有限公司,518000.0
温定乾,100000.0
白加宝,650000.0
南京信息工程大学,110000.0
南通天骄照明设备有限公司,102206.0
赵立财,363100.0
云南省公路科学技术研究院,210019.0
四川九门铁创交通技术有限公司,450000.0
吴佳琪,430070.0
启碁科技股份有限公司,610031.0
重庆市城投路桥管理有限公司,
吉林建筑大学,100040.0
四川瑞霆电力科技有限公司,65201.0
长春一汽富晟集团有限公司,67000.0
水利部新疆维吾尔自治区水利水电勘测设计研究院,710049.0
中铁十四局集团隧道工程有限公司,315000.0
新疆额尔齐斯河流域开发工程建设管理局,266000.0
浙江温州甬台温高速公路有限公司,213022.0
江苏普瑞尔特控制工程有限公司,211000.0
