名称,邮编
南京双京电博特种机器人产业研究院有限公司,511400.0
重庆理工大学,100041.0
中国市政工程中南设计研究总院有限公司,312030.0
中国人民解放军96608部队,710064.0
中信重工机械股份有限公司,100033.0
国网陕西省电力公司宝鸡供电公司,443002.0
西安华谱电力设备制造有限公司,750000.0
王畅,518000.0
江苏省交通工程建设局,710043.0
广西交科集团有限公司,250300.0
中交四航工程研究院有限公司,450000.0
中铁三局集团桥隧工程有限公司,100070.0
山西吉瑞科技发展有限公司,401122.0
台州市博甄科技有限公司,100041.0
郑州祥煜电气技术有限公司,741000.0
中交投资南京有限公司,430074.0
南方电网数字电网研究院有限公司,310000.0
沸蓝建设咨询有限公司,610041.0
四川公路桥梁建设集团有限公司公路隧道分公司,250061.0
重庆渝黔高速公路有限公司,515041.0
重庆沪渝高速公路有限公司,350000.0
南京博联特光电科技有限公司,100000.0
广西路信云信息技术有限公司,618300.0
温州职业技术学院,400067.0
武汉地震科学仪器研究院有限公司,
中国地震局地震研究所,
中铁一局集团第五工程有限公司,710000.0
南京七星照明科技有限公司,330000.0
罗伯特·博世有限公司,100088.0
深圳市中深装建设集团有限公司,710043.0
息象（北京）科技发展有限公司,528200.0
株洲中车时代电气股份有限公司,322000.0
中核华纬工程设计研究有限公司,300000.0
甘肃省交通科技通信中心,643000.0
广东华晟安全职业评价有限公司,
颜小梅,450000.0
乔吉龙,100096.0
杭州闪马智擎科技有限公司,650215.0
智信慧通技术（武汉）有限公司,450000.0
王恒,101106.0
深圳尊悦智能科技有限公司,518000.0
王鹏,618000.0
江苏省建筑工程质量检测中心有限公司,215300.0
湖南五新隧道智能装备股份有限公司,100083.0
山西世沃恒通科技有限公司,100044.0
中交一航局第二工程有限公司,272000.0
国网山东省电力公司青岛供电公司,100102.0
国网青海省电力公司西宁供电公司,250031.0
深圳市中兴微电子技术有限公司,450016.0
江苏方天电力技术有限公司,330000.0
国网江苏省电力有限公司无锡供电分公司,362000.0
南昌轨道交通集团有限公司,511458.0
南昌轨道房桥建材有限公司,528000.0
成都新一驱动技术有限责任公司,200434.0
四川兴蜀公路建设发展有限责任公司,100044.0
毋波,523000.0
北京中瑞方兴科技有限公司,363100.0
厦门交安建设工程有限公司,272000.0
重庆渝信路桥发展有限公司,210012.0
中电信数智科技有限公司,215500.0
湖南工商大学,100000.0
山东新一代信息产业技术研究院有限公司,101106.0
深圳市凯全通信科技有限公司,230000.0
福建省交建集团工程有限公司,710043.0
中铁五局集团电务工程有限责任公司,610031.0
北京京投城市管廊投资有限公司,710049.0
山东金宇信息科技集团有限公司,221116.0
邵阳学院,101106.0
浙江综合交通大数据开发有限公司,210000.0
汤灿敏,510000.0
鹰驾科技（深圳）有限公司,100008.0
廖家燕,30021.0
夏万梅,250023.0
深圳市同鑫科技有限公司,310018.0
成都信息工程大学,412007.0
浙江数智交院科技股份有限公司,225007.0
保利长大工程有限公司,210094.0
南京长江隧道有限责任公司,130012.0
程沛楠,210000.0
太原科技大学,610031.0
北京长焜科技有限公司,400052.0
广西北投公路建设投资集团有限公司,410004.0
成都汉羿科技有限公司,100176.0
甘肃顺达路桥建设有限公司,100044.0
成都智达万应科技有限公司,410005.0
中电鸿信信息科技有限公司,210000.0
中建二局土木工程集团有限公司,450000.0
苏州领翼智能科技有限公司,453000.0
中国铁路青藏集团有限公司,523900.0
中建八局第三建设有限公司,250100.0
浙江诸永高速公路有限公司仙居分公司,730070.0
云南电网有限责任公司电力科学研究院,610031.0
河南迈思达机械设备有限公司,226011.0
深圳市乐惠光电科技有限公司,430070.0
苏州悦泰国际物流股份有限公司,300350.0
苏州健雄职业技术学院,410114.0
路杨,200120.0
中交第二公路勘察设计研究院有限公司,201816.0
山西水务集团建设投资有限公司,433000.0
左建明,230031.0
湖南德禹建设有限公司,518057.0
王辉田,100000.0
甘肃新陆港科技有限公司,250061.0
山东鸿德电力科技有限公司,541707.0
涟源市湛宇机械设备有限责任公司,523290.0
云南楚姚高速公路有限公司,510600.0
云南武易高速公路有限公司,400020.0
大连公共交通建设投资集团有限公司,471000.0
武九铁路客运专线湖北有限责任公司,215163.0
安徽中铁工程技术服务有限责任公司,
武汉大博智能科技有限公司,730050.0
山西国强高科股份有限公司,332000.0
浙江永基智能科技有限公司,415000.0
重庆银行股份有限公司,201805.0
南京泰通科技股份有限公司,221008.0
田志光,221004.0
中铁九局集团电务工程有限公司,361024.0
兰州南特数码科技股份有限公司,741000.0
毫末智行科技有限公司,510000.0
中国人民解放军海军工程大学,528000.0
四川蓝海智能装备制造有限公司,
深圳市高德信通信股份有限公司,450016.0
淄博市交通建设发展中心,518000.0
中科路恒工程设计有限公司,611731.0
南京交通运营管理集团有限公司,230088.0
世大新材料（深圳）有限公司,210096.0
重庆巡感科技有限公司,518057.0
深圳市新城市规划建筑设计股份有限公司,200240.0
许贻明,523900.0
中煤科工集团重庆研究院有限公司,
浙江陆德和交通科技有限公司,201109.0
上海城建城市运营（集团）有限公司,100000.0
上海市政养护管理有限公司,519000.0
厦门中科宇路交通工程有限公司,310018.0
贵州恒景商务服务有限公司,710043.0
福建曙光电缆有限公司,100081.0
贵阳忆联网络有限公司,523000.0
山西交院试验检测有限公司,213000.0
昆明荣成天宇控制系统工程有限公司,610031.0
厦门美域中央信息科技有限公司,310012.0
山东省地质矿产勘查开发局八〇一水文地质工程地质大队（山东省地矿工程勘察院）,236800.0
山东铁鹰建设工程有限公司,610031.0
西安四叶草信息技术有限公司,200232.0
桂林理工大学,211100.0
中建南方投资有限公司,250101.0
浙江铭盛科技有限公司,250061.0
中铁建大桥工程局集团第六工程有限公司,610000.0
中铁建大桥工程局集团第一工程有限公司,710064.0
三明莆炎高速公路有限责任公司,510620.0
广西计算中心有限责任公司,215228.0
广西交通投资集团南宁高速公路运营有限公司,30006.0
覃信满,110870.0
北京城建设计发展集团股份有限公司,266600.0
福州大学,261031.0
常州市丰宇干燥科技有限公司,30006.0
中汽研（天津）汽车工程研究院有限公司,510000.0
中国汽车技术研究中心有限公司,43005.0
天津津港建设有限公司,450000.0
沧州港务集团有限公司,314031.0
北京元正数据科技有限公司,
华能澜沧江水电股份有限公司,130000.0
潮州市礼升陶瓷有限公司,317605.0
武汉铁道工程承包有限责任公司,230031.0
薛景元,510665.0
山西省智慧交通研究院有限公司,650032.0
中铁十五局集团第三工程有限公司,351100.0
中铁十五局集团有限公司,516081.0
重庆大学产业技术研究院,100101.0
重庆市城市建设投资（集团）有限公司,100124.0
上海市政工程设计科学研究所有限公司,322000.0
北京华源格林科技有限公司,610059.0
河南九域腾龙信息工程有限公司,71600.0
上海风语筑文化科技股份有限公司,450001.0
吉士达建设集团有限公司,710077.0
北京大成国测科技有限公司,200120.0
北京大成国测智能科技有限公司,618300.0
钟元,100068.0
重庆奉建高速公路有限公司,410083.0
中铁程科技有限责任公司,314031.0
中路高科交通检测检验认证有限公司,362000.0
中路高科交通科技集团有限公司,650215.0
连云港锐普汽车有限公司,53000.0
未来（北京）黑科技有限公司,438400.0
四川华能泸定水电有限公司,30031.0
中清控（武汉）科技有限公司,361000.0
平煤神马建工集团有限公司,221000.0
成都智谷耘行信息技术有限公司,430074.0
山东大学（齐河）新材料与智能装备研究院,100101.0
河南城建学院,214000.0
上海申铁投资有限公司,110819.0
四川高速公路建设开发集团有限公司,518000.0
湖南人文科技学院,528000.0
北京超弦存储器研究院,101300.0
海南谨行信息科技有限公司,100081.0
涂锡斌,510000.0
宁波市轨道交通集团有限公司,453000.0
中铁北京工程局集团第一工程有限公司,610041.0
四川乐西高速公路有限责任公司,210096.0
鲍威源,519000.0
重庆金康赛力斯新能源汽车设计院有限公司,300000.0
程宵,550002.0
中国铁道科学研究院集团有限公司基础设施检测研究所,350014.0
北京铁科英迈技术有限公司,230000.0
应急管理部国家自然灾害防治研究院,430063.0
首都信息发展股份有限公司,310000.0
湖南城建职业技术学院,200000.0
深圳华盛聚元科技有限公司,401133.0
车泊喜智能科技（山东）有限公司,510030.0
浙江中控科教仪器设备有限公司,710064.0
山东正晨科技股份有限公司,
宝鸡拓峰电力科技有限公司,610000.0
中石化易捷澳托猫有限公司,210046.0
吕永宏,200000.0
顺路交通科技（广东）股份有限公司,710000.0
苏州中亿丰科技有限公司,451200.0
山西交控生态环境股份有限公司,100041.0
四川省交通投资集团有限责任公司,610000.0
中国科学院光电技术研究所,550018.0
奇瑞商用车（安徽）有限公司,250061.0
四川蜀道新制式轨道集团有限责任公司,710032.0
中电云数智科技有限公司,510550.0
辽宁达能电气股份有限公司,650100.0
中交一航局安装工程有限公司,266100.0
张蛟,510010.0
苏州桢测智能科技有限公司,710048.0
深圳感基工程科技有限公司,50000.0
重庆欧偌医疗科技有限公司,200444.0
高德玲,100011.0
苏州大学,
安徽大学,410005.0
北京博宇通达科技有限公司,430070.0
北京八方来汇电子科技有限公司,610031.0
浙江交投高速公路建设管理有限公司,518000.0
中交一航局第三工程有限公司,100192.0
福州川达公路养护工程有限公司,518000.0
深圳市博朗耐技术有限公司,610000.0
海南一洋科技有限公司,450016.0
郑逢庆,130011.0
中铁七局集团电务工程有限公司,610000.0
川藏铁路有限公司,215163.0
一汽奔腾轿车有限公司,430074.0
中铁三局集团有限公司运输工程分公司,410083.0
中煤科工集团重庆智慧城市科技研究院有限公司,234000.0
江苏长路智造科技有限公司,710055.0
东莞市亮成电子有限公司,102402.0
深圳市亲邻科技有限公司,100000.0
广州市恒盛建设工程有限公司,350108.0
东风商用车有限公司,100095.0
鹏宇实业发展（广州）有限公司,246121.0
商丘市天宇电力工程勘测设计有限公司,518000.0
国网河南省电力公司经济技术研究院,410000.0
威海市环翠区城市发展投资有限公司,100000.0
西安中车永电捷通电气有限公司,518000.0
广东潽洛德照明科技有限公司,100036.0
中交路桥科技有限公司,210000.0
阿波罗智能技术（北京）有限公司,266071.0
漳州明德工贸有限公司,610000.0
中国水利水电第六工程局有限公司,310018.0
上海优睿农牧科技有限公司,100071.0
上海工业自动化仪表研究院有限公司,201210.0
广东省公路建设有限公司,130011.0
上海浦江桥隧运营管理有限公司,410000.0
中建七局国际工程建设有限公司,518129.0
国网山西省电力公司太原供电公司,510640.0
驭铁龙（上海）国际贸易有限公司,361000.0
赵云龙,450016.0
中铁五局集团有限公司城市轨道交程分公司,255200.0
云南省滇中引水工程建设管理局,300000.0
福州源丰海洋科技有限公司,450000.0
和帆机器人科技（上海）有限公司,341000.0
中国建筑一局（集团）有限公司,310011.0
中建一局集团华南建设有限公司,116000.0
南京贝登医疗股份有限公司,100176.0
国网宁夏电力有限公司建设分公司,451200.0
港珠澳大桥管理局,510000.0
中铁大桥科学研究院有限公司,518000.0
中铁大桥局集团有限公司,610000.0
袁海龙,310002.0
天翼安全科技有限公司,65200.0
东风汽车集团股份有限公司,610000.0
深圳市云图华祥科技有限公司,335000.0
库云信息科技（苏州）有限责任公司,610100.0
陕西延长石油矿业有限责任公司,215000.0
欧芬诺有限责任公司,210008.0
中建七局安装工程有限公司,300350.0
深圳市简工智能科技有限公司,710075.0
黑龙江农链接网络科技有限责任公司,518129.0
中国安全生产科学研究院,310000.0
青岛海信宽带多媒体技术有限公司,310013.0
安徽卓亚光电科技有限公司,410200.0
南方电网数字平台科技（广东）有限公司,471000.0
浙江金盾风机装备有限公司,430070.0
浙江金盾风机股份有限公司,335000.0
中国建材检验认证集团云南合信有限公司,215300.0
四川高朋工程检测有限公司,514000.0
中国市政工程华北设计研究总院有限公司,116033.0
中铁隆工程集团有限公司,710065.0
贵州鹰驾交通科技有限公司,610000.0
湖北工业大学,430048.0
海南宇为科技有限公司,300072.0
武汉容晟吉美科技有限公司,101300.0
合肥哈工库讯智能科技有限公司,471000.0
中国工商银行股份有限公司保定分行,510000.0
北京航天控制仪器研究所,210031.0
冬云建设科技（常州）有限公司,610500.0
杭州富阳巨匠建设有限公司,402247.0
济南重工集团有限公司,221004.0
华东理工大学,100013.0
广东交通职业技术学院,310018.0
杭州同睿工程科技有限公司,200092.0
郑州凯雪冷链股份有限公司,
广东利通科技投资有限公司,210000.0
深圳市茂业鑫精密科技有限公司,230000.0
迈普通信技术股份有限公司,226017.0
湖南金石智造科技有限公司,100041.0
润芯微科技（江苏）有限公司,410005.0
苏州赫里奥网络技术有限公司,610031.0
黄天海,233010.0
李永鑫,400000.0
深圳市麦凯莱科技有限公司,210096.0
朱凯,116000.0
香港城市大学,100083.0
港大科桥有限公司,361000.0
福建船政交通职业学院,100000.0
成都轨道交通产业技术研究院有限公司,510080.0
武汉市市政建设集团有限公司,730070.0
郑州市市政工程勘测设计研究院,30012.0
中建四局第六建设有限公司,463000.0
中国科学院西北生态环境资源研究院,100083.0
武汉光庭信息技术股份有限公司,450016.0
朱世强,250031.0
浙江新再灵科技股份有限公司,116021.0
安徽数智建造研究院有限公司,610031.0
深圳卓控智能科技有限公司,410600.0
浙江亚孙砂轮有限公司,361001.0
上海同泰火安科技有限公司,266000.0
福州易丰行信息科技有限公司,250101.0
舟山市中图钣金有限公司,37400.0
重庆瓒博工程技术咨询有限公司,338000.0
武汉铁路职业技术学院,401147.0
习达,610000.0
马旭,318000.0
杨志涛,610000.0
腾讯科技（深圳）有限公司,211800.0
西安航空学院,361001.0
奥德梅斯（广州）工业技术有限公司,215132.0
上海澄泓机器人有限公司,30032.0
扬州市邮星消防器材有限公司,400037.0
中铁三局集团第二工程有限公司,325000.0
广西电网有限责任公司柳州供电局,442100.0
中铁建华南建设有限公司,410100.0
深圳市中智盛安安全技术有限公司,400067.0
粤水电建筑安装建设有限公司,366300.0
中铁十八局集团第二工程有限公司,100029.0
重庆车联网科技有限公司,264000.0
潮州市丰业实业有限公司,450000.0
浙江交投高速公路运营管理有限公司,530000.0
武汉市通盛交通设施有限公司,410083.0
济南瑞源智能城市开发有限公司,246100.0
翁浩,411100.0
河南省西淅高速公路建设有限公司,311112.0
桂林航天工业学院,400000.0
广西龙马高速公路有限公司,230088.0
青岛中科坤泰装配建筑科技有限公司,335500.0
中建工程产业技术研究院有限公司,100088.0
中建铁投轨道交通建设有限公司,300000.0
中建铁路投资建设集团有限公司,430200.0
滨州贝力食品机械有限公司,210019.0
北京城建勘测设计研究院有限责任公司,100084.0
内蒙古矽能电磁科技有限公司,610031.0
中通服建设有限公司,230000.0
成都云微交通科技有限公司,430071.0
陕西工业职业技术学院,255086.0
中国铁路北京局集团有限公司北京工务段,224001.0
中铁六局集团路桥建设有限公司,400013.0
中铁六局集团有限公司,100011.0
常州星宇车灯股份有限公司,400037.0
珠海路讯科技有限公司,53000.0
王巧云,401122.0
合肥派光感知信息技术有限公司,210016.0
重庆华安楼宇系统工程有限公司,518129.0
中国四联仪器仪表集团有限公司技术中心,610091.0
重庆四联交通科技股份有限公司,225009.0
北京空天昊邦信息科技有限公司,223001.0
云南建投第四建设有限公司,100029.0
珠海许继电气有限公司,310058.0
江阴市富仁重工机械有限公司,200436.0
深圳防灾减灾技术研究院,310051.0
太极集团重庆涪陵制药厂有限公司,450000.0
陈燕静,510230.0
赵程,727031.0
景亮,310014.0
燕玲,230000.0
中铁八局集团第七工程有限公司,247100.0
中铁八局集团有限公司,650217.0
中国铁建股份有限公司,450016.0
浙江台州甬台温高速公路有限公司,242100.0
国网浙江省电力有限公司绍兴供电公司,30006.0
瞻博网络公司,250061.0
浙江有色地球物理技术应用研究院有限公司,518027.0
深圳市艾瑞德控制技术有限公司,250101.0
云南泽旗科技有限公司,430212.0
山东高速建设管理集团有限公司,276800.0
温作印,450016.0
深圳市综合交通与市政工程设计研究总院有限公司,100000.0
中铁电气化局集团第一工程有限公司,221000.0
中铁武汉电气化局集团科工装备有限公司,430212.0
泰顺县公安局,53000.0
中国科学院沈阳自动化研究所,300130.0
深圳市广德教育科技股份有限公司,56000.0
旭日商贸（中国）有限公司,301800.0
海口经济学院,528400.0
惠州学院,110000.0
浙江纺织服装职业技术学院,410200.0
西安航空职业技术学院,450016.0
沈阳奥拓福科技股份有限公司,100017.0
四川沿江宜金高速公路有限公司,450016.0
武汉达安科技有限公司,211899.0
广东隧辰地下空间科技有限公司,133001.0
奥克斯赛特有限公司,518000.0
徐州富锲机电科技有限公司,301700.0
周诗琴,300462.0
李智慧,610031.0
洛阳腾誉隧道机械有限公司,300250.0
中大智能科技股份有限公司,200092.0
湖南中云科技有限公司,518118.0
山西省交通规划勘察设计院有限公司,714000.0
福建成田科技有限公司,332000.0
上海柔克智能科技有限公司,510440.0
广州焙欧机械设备有限公司,675000.0
中铁建云南投资有限公司,510665.0
苏州光格科技股份有限公司,610041.0
西安铁一院工程试验检测有限公司,610000.0
北京九州恒盛电力科技有限公司,100193.0
南京智行信息科技有限公司,430063.0
广西公路检测有限公司,323000.0
云南云上普瑞紫衣核桃产业开发有限责任公司,563100.0
浙江中控信息产业股份有限公司,610041.0
杭州华成设计研究院有限公司,450000.0
北京航空航天大学云南创新研究院,210046.0
赵利彬,250101.0
汕头大学医学院附属肿瘤医院,510640.0
付书浩,450000.0
王涵,101113.0
孔维攀,400074.0
深圳市天地照明集团有限公司,400074.0
煤炭科学技术研究院有限公司,255400.0
长缆电工科技股份有限公司,300010.0
北京桔灯地球物理勘探股份有限公司,350000.0
国网无锡综合能源服务有限公司,200235.0
河南新中飞照明电子有限公司,212013.0
华晨宝马汽车有限公司,264000.0
武汉中交交通工程有限责任公司,213119.0
卢有技,610031.0
武汉路特斯科技有限公司,250014.0
中铁大桥局集团第六工程有限公司,610041.0
沃尔沃卡车集团,214000.0
杭州易会通科技有限公司,518051.0
中铁北京工程局集团第五工程有限公司,210000.0
中铁北京工程局集团有限公司,430063.0
江苏应泰智能建设机械研究院有限公司,239500.0
湖北华远窑炉有限公司,100029.0
云火科技（盐城）有限公司,250061.0
贵州银智科技发展有限公司,350000.0
中铁奇智（合肥）科技有限公司,410083.0
江西交通职业技术学院,518060.0
南昌中铁穗城轨道交通建设运营有限公司,401120.0
东华理工大学,401331.0
江苏量动信息科技有限公司,250031.0
中铁建大桥工程局集团第五工程有限公司,100084.0
广西路建工程集团有限公司,710075.0
维沃软件技术有限公司,100000.0
成都诚心达交通设施有限公司,100031.0
江苏迈威清洁科技有限公司,450000.0
安徽策超精密机械有限公司,100070.0
安徽信联建设工程有限公司,850000.0
山东高速信息集团有限公司,100015.0
中铁一局集团物资工贸有限公司,100000.0
尹佳龙,215557.0
江苏宁沪高速公路股份有限公司,75000.0
重庆览辉信息技术有限公司,75000.0
华设设计集团股份有限公司,400000.0
湘潭市神钜机电科技有限公司,471000.0
济宁市兖州区源顺屠宰机械有限公司,200090.0
苏州申亿通智慧运营管理有限公司,450001.0
昆明地铁运营有限公司,410100.0
保银信科信息技术（湖北）有限公司,100080.0
山东雷纳新材料工程有限公司,100041.0
深圳航天科技创新研究院,121000.0
浙江蓝美生物技术有限公司,453000.0
陈海锋,430000.0
中交二航局（成都）建设工程有限公司,100176.0
合肥未来计算机技术开发有限公司,710043.0
高速铁路建造技术国家工程实验室,100020.0
湖南中大设计院有限公司,200030.0
中传检测（广州）科技有限公司,100045.0
中交二航局广西建设工程有限公司,310000.0
温州信达交通工程试验检测有限公司,430000.0
电信科学技术第十研究所有限公司,610031.0
青岛联合创智科技有限公司,410000.0
保时捷（上海）数字科技有限公司,610015.0
广东禹昊房屋修缮有限公司,265601.0
何益强,210000.0
广州市赛皓达智能科技有限公司,250100.0
山西冠霖农业科技股份有限公司,200092.0
无锡仁诺科技发展有限公司,450000.0
香港理工大学深圳研究院,50200.0
洛阳职业技术学院,617000.0
中国水利水电第五工程局有限公司,518000.0
胡修贤,730000.0
中国电建集团河南省电力勘测设计院有限公司,510000.0
浪潮通信技术有限公司,610000.0
惠盟电力科技有限公司,550000.0
国网新疆电力有限公司电力科学研究院,518000.0
江苏省农业科学院,247100.0
上海桑锐电子科技股份有限公司,471003.0
沈阳天眼智云智能技术研究院有限公司,610072.0
中铁十八局集团第五工程有限公司,100085.0
江苏瑞文戴尔交通科技有限公司,610036.0
湖北良顷农业科技有限公司,710000.0
平安煤炭开采工程技术研究院有限责任公司,230088.0
山西交通控股集团有限公司,221004.0
武汉北曦盛科技有限公司,200333.0
中铁工程设计咨询集团有限公司,430074.0
智慧式有限公司,610000.0
浙江航冠工程设计有限公司,471000.0
四川沿江攀宁高速公路有限公司,250101.0
长威信息科技发展股份有限公司,210000.0
贵州汇铸工业有限公司,325006.0
广西远长公路桥梁工程有限公司,710064.0
浙江信安智能科技有限公司,610039.0
内蒙古农业大学,116028.0
北京公联洁达公路养护工程有限公司,430074.0
甘肃公航旅路业有限公司,310000.0
中铁上海工程局集团有限公司城市轨道交通工程分公司,516000.0
陈浮兵,450000.0
中铁八局集团第一工程有限公司,250000.0
山东梅格彤天电气有限公司,730030.0
江门市捷思通电子科技有限公司,100083.0
北京秒如科技有限公司,610000.0
中国交通建设股份有限公司总承包经营分公司,300222.0
中铁二十三局集团第一工程有限公司,610094.0
中铁二十三局集团有限公司,45008.0
中核核信信息技术（北京）有限公司,310000.0
核工业计算机应用研究所,310007.0
中电防务科技有限公司,100000.0
汉朝智慧科技（南京）有限公司,410005.0
中国地质科学院水文地质环境地质研究所,610041.0
广州市自来水有限公司,101100.0
云南电网有限责任公司红河供电局,331700.0
北京瑞威信通科技有限公司,510000.0
贵州商学院,730070.0
厦门雅迅网络股份有限公司,210046.0
中国信息通信研究院,528400.0
国家电网有限公司信息通信分公司,200011.0
国网江苏省电力有限公司信息通信分公司,325102.0
国网信息通信产业集团有限公司,400064.0
山西省安装集团股份有限公司,250031.0
青岛图灵科技有限公司,610041.0
国网山东省电力公司日照供电公司,221116.0
河南景惠科技有限公司,200092.0
深圳市城安物联科技有限公司,30001.0
北京首钢国际工程技术有限公司,530028.0
广东南方通信建设有限公司,215000.0
中铁建（无锡）工程科技发展有限公司,44000.0
北京华录高诚科技有限公司,30024.0
中铁（广州）投资发展有限公司,471002.0
北京聚力天和科技有限公司,450000.0
中交路桥华北工程有限公司,201802.0
深圳金三立视频科技股份有限公司,450016.0
成都华凯达交通设施有限公司,400074.0
贵州省公路局,250000.0
中铁电化（西安）通号设备有限公司,250101.0
东莞市壹特电子有限公司,401320.0
中铁隧道局集团有限公司设备分公司,310006.0
武汉菲思数联科技有限公司,610041.0
郑州祥和集团有限公司,101300.0
北京创智远景科技有限公司,400000.0
中国银行股份有限公司,30032.0
中交简石数字科技（苏州）有限公司,100176.0
中交（上饶）汽车综合试验有限公司,430000.0
上海巴兰仕汽车检测设备股份有限公司,710064.0
